name	path	ableton_version_full	file_size_mb	created	modified	num_tracks	ableton_version	creation_year	last_modified_year	track_types	device_types	plugins_vst	plugins_au
billi pepp 90s rock	./____guitarbeet/80/billi pepp 90s rock Project/billi pepp 90s rock.als	11.0_11300	0.17	2024-11-02 23:56:21	2024-05-13 20:01:38	6	11	2024	2024	AudioTrack, MidiTrack, MasterTrack	PluginDevice	Guitar Rig 5, Maschine 2	
synth guitat	./____guitarbeet/80/synth guitatar Project/synth guitat.als	11.0_11300	0.08	2024-12-02 22:07:07	2024-12-02 22:07:07	7	11	2024	2024	AudioTrack, ReturnTrack, MasterTrack	PluginDevice, BeatRepeat, AutoPan, Eq8, Echo, Delay	Tal-Chorus-LX, Toraverb	
surfy ballad	./____guitarbeet/80/surfy ballad Project/surfy ballad.als	11.0_436	0.43	2024-11-02 23:56:58	2022-11-23 16:00:25	26	11	2024	2022	AudioTrack, GroupTrack, MidiTrack, ReturnTrack, MasterTrack	Gate, StereoGain, PluginDevice, Eq8, Compressor2, Reverb, Echo	Guitar Rig 5, Maschine 2, Komplete Kontrol	
chorusie guitar chillin beat	./____guitarbeet/80/surfy ballad Project/included projects/chorusie guitar chillin beat Project/chorusie guitar chillin beat.als	11.0_436	0.11	2024-11-02 23:56:58	2022-08-01 13:20:04	9	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	Gate, StereoGain, PluginDevice, Eq8, Compressor2	Guitar Rig 5, Maschine 2, Komplete Kontrol	
posrock rainy day	./____guitarbeet/80/surfy ballad Project/included projects/posrock rainy day Project/posrock rainy day.als	11.0_436	0.17	2024-11-02 23:56:58	2022-05-24 01:33:22	6	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	Gate, PluginDevice, Eq8	Guitar Rig 5, Maschine 2	
rnb guitar smuth jam	./____guitarbeet/80/sad rnb guitar smuth jam Project/rnb guitar smuth jam.als	10.0_377	0.15	2024-11-02 23:56:52	2021-12-03 23:27:09	7	10	2024	2021	AudioTrack, MidiTrack, MasterTrack	PluginDevice, StereoGain, Compressor2, Eq8	Guitar Rig 5, Komplete Kontrol, Maschine 2	
jam	./____guitarbeet/80/jam Project/jam.als	11.0_11202	0.72	2024-11-02 23:56:49	2023-03-26 14:57:38	31	11	2024	2023	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, Eq8, Compressor2, Gate, Reverb, Echo	Guitar Rig 5, Maschine 2, Driver	
distorted psych guitars jam	./____guitarbeet/80/jam Project/included projects/distorted psych guitars jam Project/distorted psych guitars jam.als	11.0_436	0.14	2024-11-02 23:56:41	2022-09-26 00:54:27	4	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	PluginDevice	Guitar Rig 5, Maschine 2	
motoroik psych jam	./____guitarbeet/80/jam Project/included projects/motoroik psych jam Project/motoroik psych jam.als	11.0_11202	0.13	2024-11-02 23:56:49	2023-03-26 01:25:27	5	11	2024	2023	AudioTrack, MidiTrack, MasterTrack	PluginDevice	Guitar Rig 5, Maschine 2, Driver	
guitar jam	./____guitarbeet/80/jam Project/included projects/guitar jam Project/guitar jam.als	11.0_436	0.17	2024-11-02 23:56:46	2022-09-26 00:48:10	11	11	2024	2022	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, Eq8, Compressor2, Gate, Reverb, Echo	Guitar Rig 5, Komplete Kontrol, Maschine 2	
back track	./____guitarbeet/80/jam Project/included projects/back track Project/back track.als	11.0_436	0.13	2024-11-02 23:56:36	2022-10-09 15:19:35	8	11	2024	2022	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, Eq8, Compressor2, Reverb, Echo, AudioEffectGroupDevice	Guitar Rig 5, Maschine 2	
dist grove jam 3	./____guitarbeet/80/jam Project/included projects/dist grove jam Project/dist grove jam 3.als	11.0_436	0.15	2024-11-02 23:56:40	2022-10-09 15:40:52	8	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	PluginDevice, Eq8, AudioEffectGroupDevice	Guitar Rig 5, Maschine 2	
dist grove jam 2	./____guitarbeet/80/jam Project/included projects/dist grove jam Project/dist grove jam 2.als	11.0_436	0.12	2024-11-02 23:56:40	2022-10-09 15:40:53	5	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	PluginDevice	Guitar Rig 5, Maschine 2	
electric groove loops	./____guitarbeet/80/wip/electric groove Project/electric groove loops.als	11.0_436	0.19	2024-11-02 23:57:00	2022-08-01 13:52:22	7	11	2024	2022	MidiTrack, AudioTrack, ReturnTrack, MasterTrack	PluginDevice, Compressor2, Eq8, Reverb, Delay	Komplete Kontrol, Guitar Rig 5, Maschine 2	
guitar trappy;brady	./____guitarbeet/80/wip/guitar trappy;brady wip Project/guitar trappy;brady.als	11.0_11300	0.28	2024-12-02 19:39:36	2024-12-02 19:39:36	14	11	2024	2024	MidiTrack, AudioTrack, ReturnTrack, MasterTrack	MidiArpeggiator, Compressor2, AutoPan, Reverb, PluginDevice, DrumGroupDevice, Eq8, Delay	Komplete Kontrol, Maschine 2	
funktata jam	./____guitarbeet/80/funktata jam Project/funktata jam.als	11.0_436	0.15	2024-11-02 23:56:22	2022-10-09 15:28:28	6	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	PluginDevice, Eq8	Guitar Rig 5, Maschine 2	
_acoustic beats demos	./____guitarbeet/_acoustic raw beets/_acoustic beats demos.als	11.0_436	0.01	2024-11-02 23:58:16	2022-04-09 22:25:31	10	11	2024	2022	AudioTrack, MasterTrack			
acoustic bluesky loop	./____guitarbeet/_acoustic raw beets/acoustic bluesky loop.als	11.0_11202	0.03	2024-11-02 23:58:36	2023-05-29 22:52:19	6	11	2024	2023	AudioTrack, MasterTrack			
accousric shuffl	./____guitarbeet/_acoustic raw beets/accousric shuffl loop wip Project/accousric shuffl.als	11.0_11202	0.03	2024-11-02 23:58:16	2023-05-29 21:27:50	3	11	2024	2023	AudioTrack, MasterTrack	PluginDevice	Guitar Rig 5	
acoustic groove	./____guitarbeet/_acoustic raw beets/acoustic groove Project/acoustic groove.als	11.0_11202	0.2	2024-11-02 23:58:36	2023-05-29 22:25:43	12	11	2024	2023	AudioTrack, MidiTrack, MasterTrack	Eq8, Echo, StereoGain, PluginDevice, GlueCompressor	Maschine 2, iZotope Ozone 5	
Untitled another	./____guitarbeet/_acoustic raw beets/acoustic groove Project/included projects/Untitled another.als	11.0_436	0.04	2024-11-02 23:58:36	2022-11-16 23:54:25	4	11	2024	2022	AudioTrack, MasterTrack	PluginDevice	iZotope Ozone 5	
acoustic popsicl	./____guitarbeet/_acoustic raw beets/acoustic groove Project/included projects/acoustic popsicl Project/acoustic popsicl.als	11.0_436	0.06	2024-11-02 23:58:36	2022-11-16 23:54:25	5	11	2024	2022	AudioTrack, MasterTrack	Eq8, GlueCompressor, PluginDevice	iZotope Ozone 5	
accoustic beat shuff	./____guitarbeet/_acoustic raw beets/included projects/accoustic chull shuff Project/accoustic beat shuff.als	11.0_436	0.42	2024-11-02 23:58:48	2022-11-22 00:05:35	7	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	PluginDevice, Saturator, Collision, Eq8, DrumGroupDevice, AudioEffectGroupDevice	Toraverb	
acostu phasy birds all	./____guitarbeet/_acoustic raw beets/acostu phasy birds all Project/acostu phasy birds all.als	11.0_11300	0.28	2024-11-02 23:58:28	2023-10-01 15:08:05	9	11	2024	2023	AudioTrack, GroupTrack, MidiTrack, MasterTrack	Eq8, GlueCompressor, PluginDevice, PhaserNew	Maschine 2, iZotope Ozone 5	
acoustic no drums tracks	./____guitarbeet/_acoustic raw beets/acoustic no drums tracks/acoustic no drums tracks.als	11.0_436	0.07	2024-11-02 23:58:38	2023-01-25 01:42:11	12	11	2024	2023	GroupTrack, AudioTrack, MidiTrack, MasterTrack	Eq8, PluginDevice	iZotope Ozone 5	
acoustic dream b	./____guitarbeet/_acoustic raw beets/acoustic no drums tracks/included projects/acoustic dream b Project/acoustic dream b.als	11.0_436	0.05	2024-11-02 23:58:43	2022-11-16 23:54:23	5	11	2024	2022	AudioTrack, MasterTrack	PluginDevice, Eq8	Guitar Rig 5, iZotope Ozone 5	
acoudstic jame shuffle	./____guitarbeet/_acoustic raw beets/acoudstic jame shuffle Project/acoudstic jame shuffle.als	11.0_436	0.14	2024-11-02 23:58:36	2022-11-17 00:22:29	5	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	Eq8, StereoGain, PluginDevice	Maschine 2, iZotope Ozone 5	
stellin acostice bass loops	./____guitarbeet/_acoustic raw beets/stellin acostice bass loops Project/stellin acostice bass loops.als	11.0_11300	0.27	2024-11-02 23:59:15	2023-10-01 15:01:28	10	11	2024	2023	AudioTrack, MidiTrack, MasterTrack	GlueCompressor, Eq8, PluginDevice	Maschine 2, Guitar Rig 5	
acoustic peace	./____guitarbeet/_acoustic raw beets/included projects/acoustic peace Project/acoustic peace.als	10.0_377	0.19	2024-11-02 23:58:50	2020-02-20 01:19:48	12	10	2024	2020	MidiTrack, AudioTrack, ReturnTrack, MasterTrack	DrumGroupDevice, PluginDevice, Eq8, Compressor2, Delay, GlueCompressor, Reverb	Toraverb, iZotope Alloy 2	
acoustic mini	./____guitarbeet/_acoustic raw beets/included projects/acoustic mini Project/acoustic mini.als	10.0_377	0.21	2024-11-02 23:58:50	2020-02-20 01:19:54	7	10	2024	2020	MidiTrack, AudioTrack, ReturnTrack, MasterTrack	DrumGroupDevice, PluginDevice, Eq8, Compressor2, Reverb, Delay	Toraverb, iZotope Alloy 2	
watching fish	./____guitarbeet/_acoustic raw beets/included projects/watching fish Project/watching fish.als	10.0_377	0.43	2024-11-02 23:58:53	2020-02-20 01:20:15	12	10	2024	2020	GroupTrack, AudioTrack, MidiTrack, ReturnTrack, MasterTrack	GlueCompressor, PluginDevice, Eq8, Tube, DrumGroupDevice, MidiChord, Reverb, AuPluginDevice	iZotope Ozone 5	GS-201
acousti guitr 	./____guitarbeet/_acoustic raw beets/included projects/acousti guitr Project/acousti guitr .als	10.0_377	0.05	2024-11-02 23:58:48	2020-02-20 01:21:11	6	10	2024	2020	AudioTrack, ReturnTrack, MasterTrack	AudioEffectGroupDevice, Eq8, Amp, Reverb, Delay		
accousti tribe drumjam a10	./____guitarbeet/_acoustic raw beets/included projects/accousti tribe drumjam Project/accousti tribe drumjam a10.als	10.0_377	0.33	2024-11-02 23:58:46	2019-09-09 23:08:56	8	10	2024	2019	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, DrumGroupDevice, Reverb, Delay	iZotope Ozone 5	
accoustic beat groovin	./____guitarbeet/_acoustic raw beets/included projects/accoustic beat groovin Project/accoustic beat groovin.als	10.0_377	0.19	2024-11-02 23:58:47	2022-11-20 00:53:14	9	10	2024	2022	GroupTrack, AudioTrack, MidiTrack, MasterTrack	Tube, Eq8, FilterEQ3, Compressor2, AudioEffectGroupDevice, InstrumentGroupDevice		
lofi accoustic psych	./____guitarbeet/_acoustic raw beets/included projects/lofi accoustic psych Project/lofi accoustic psych.als	10.0_377	0.11	2024-11-02 23:58:52	2022-11-20 02:05:23	8	10	2024	2022	AudioTrack, ReturnTrack, MasterTrack	Compressor2, PluginDevice, Eq8, AudioEffectGroupDevice, GlueCompressor, AuPluginDevice	iZotope Alloy 2, TAL-Chorus-LX, Ozone Pro	GS-201
Maggots Chill	./____guitarbeet/_acoustic raw beets/included projects/Maggots Chill Project/Maggots Chill.als	10.0_377	0.03	2024-11-02 23:58:43	2020-02-20 01:20:11	6	10	2024	2020	AudioTrack, ReturnTrack, MasterTrack	AuPluginDevice		GS-201
dark rav anoter vox bass roads dist rock	./____guitarbeet/70/dark rav anoter vox bass roads dist Project/dark rav anoter vox bass roads dist rock.als	11.0_11300	0.15	2024-11-30 14:28:15	2024-11-30 14:18:56	8	11	2024	2024	AudioTrack, MidiTrack, MasterTrack	PluginDevice	Guitar Rig 6, Komplete Kontrol, Maschine 2	
psych rock jam beat	./____guitarbeet/70/psych rock jam beat Project/psych rock jam beat.als	11.0_11300	0.21	2024-11-02 23:56:09	2023-11-02 19:26:01	6	11	2024	2023	AudioTrack, MidiTrack, MasterTrack	Compressor2, PluginDevice, AudioEffectGroupDevice	Guitar Rig 5, Maschine 2	
_electric jazzy beat demos	./____guitarbeet/70/_electric jazzy beat demos Project/_electric jazzy beat demos.als	10.0_377	0.01	2024-11-02 23:55:47	2021-12-03 23:44:26	6	10	2024	2021	AudioTrack, MasterTrack			
_electric jazzy beat demos +bs	./____guitarbeet/70/_electric jazzy beat demos Project/_electric jazzy beat demos +bs.als	11.0_436	0.02	2024-11-02 23:55:47	2023-03-16 17:19:23	7	11	2024	2023	AudioTrack, MasterTrack	Eq8		
loaunge chill j a10 gsi	./____guitarbeet/70/_electric jazzy beat demos Project/source projects/lounge chill jazzzy Project/loaunge chill j a10 gsi.als	10.0_377	0.08	2024-11-02 23:55:49	2021-12-02 00:12:38	9	10	2024	2021	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	AutoFilter, Compressor2, InstrumentGroupDevice, AuPluginDevice		GS-201
hazzy chill	./____guitarbeet/70/_electric jazzy beat demos Project/source projects/hazzy chill Project/hazzy chill.als	10.0_377	0.12	2024-11-02 23:55:47	2021-12-02 00:12:40	8	10	2024	2021	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	Eq8, AudioEffectGroupDevice, InstrumentGroupDevice, Compressor2, DrumGroupDevice, UltraAnalog, AuPluginDevice		GS-201
psych guiTarr beat	./____guitarbeet/70/_electric jazzy beat demos Project/source projects/psych guitvox Project/psych guiTarr beat.als	10.0_377	0.2	2024-11-02 23:55:51	2022-11-20 02:24:23	7	10	2024	2022	AudioTrack, MidiTrack, MasterTrack	Eq8, AuPluginDevice, Chorus, PluginDevice	Maschine 2, Ozone Pro	GS-201
jazzy lopos	./____guitarbeet/70/_electric jazzy beat demos Project/source projects/jazzy lopos Project/jazzy lopos.als	10.0_377	0.02	2024-11-02 23:55:48	2021-12-02 00:12:47	5	10	2024	2021	AudioTrack, MasterTrack			
JAZZ mac	./____guitarbeet/70/_electric jazzy beat demos Project/source projects/JAZZ Project/JAZZ mac.als	10.0_377	0.02	2024-11-02 23:55:47	2021-12-02 00:12:47	4	10	2024	2021	AudioTrack, ReturnTrack, MasterTrack	PluginDevice	GS-201	
jazzy chorus pancholl	./____guitarbeet/70/jazzy chorus pancholl Project/jazzy chorus pancholl.als	11.0_11202	0.33	2024-11-02 23:56:03	2023-08-27 18:33:14	12	11	2024	2023	AudioTrack, MidiTrack, MasterTrack	Gate, Eq8, PluginDevice, Compressor2, AutoFilter, GlueCompressor	Guitar Rig 5, Maschine 2, Komplete Kontrol, iZotope Ozone 5	
grooeeevnen	./____guitarbeet/70/grooeeevnen Project/grooeeevnen.als	11.0_11202	0.2	2024-11-02 23:55:59	2023-03-26 00:48:31	9	11	2024	2023	AudioTrack, MidiTrack, MasterTrack	PluginDevice, Eq8, Gate, Compressor2, Reverb, PhaserNew, AutoFilter	Guitar Rig 5, Komplete Kontrol, Maschine 2	
grooeeevnen track	./____guitarbeet/70/grooeeevnen Project/grooeeevnen track.als	11.0_11202	0.48	2024-11-02 23:55:59	2023-06-04 14:40:22	9	11	2024	2023	AudioTrack, MidiTrack, MasterTrack	PluginDevice, Eq8, Gate, Compressor2, Reverb, AutoFilter, PhaserNew	Guitar Rig 5, Komplete Kontrol, Maschine 2	
chll loops	./____guitarbeet/70/grooeeevnen Project/included projects/chll loops Project/chll loops.als	11.0_436	0.03	2024-11-02 23:55:59	2022-05-24 01:21:33	6	11	2024	2022	AudioTrack, ReturnTrack, MasterTrack	PluginDevice, Reverb, Echo	Guitar Rig 5	
jazzy raven sad mopy vox	./____guitarbeet/70/jazzy raven sad mopy vox Project/jazzy raven sad mopy vox.als	11.0_11300	0.3	2024-11-30 14:19:38	2024-11-30 14:19:38	10	11	2024	2024	MidiTrack, AudioTrack, MasterTrack	PluginDevice, SpectrumAnalyzer, Tuner	Komplete Kontrol, Maschine 2, Guitar Rig 6, iZotope Ozone 5	
happy loops	./____guitarbeet/70/roads and drum pop Project/happy loops.als	11.0_436	0.13	2024-11-02 23:56:10	2022-09-13 22:14:58	3	11	2024	2022	MidiTrack, MasterTrack	PluginDevice	Maschine 2, Komplete Kontrol	
roads and drum pop w guit	./____guitarbeet/70/roads and drum pop Project/roads and drum pop w guit.als	11.0_11202	0.14	2024-11-02 23:56:11	2023-06-13 17:22:12	5	11	2024	2023	MidiTrack, AudioTrack, MasterTrack	PluginDevice, Compressor2, Eq8	Komplete Kontrol, Maschine 2, Guitar Rig 5	
happy loops + gui	./____guitarbeet/70/roads and drum pop Project/happy loops + gui.als	11.0_11300	0.17	2024-11-02 23:56:10	2023-10-02 00:31:47	5	11	2024	2023	MidiTrack, AudioTrack, MasterTrack	PluginDevice	Maschine 2, Komplete Kontrol, Guitar Rig 5	
chorus guit	./____guitarbeet/70/roads and drum pop Project/contained projects/chorus guit Project/chorus guit.als	11.0_11202	0.08	2024-11-02 23:56:10	2023-08-23 20:24:15	4	11	2024	2023	AudioTrack, MidiTrack, MasterTrack	PluginDevice	Guitar Rig 5, Maschine 2	
sgal	./____guitarbeet/70/seabaerd/sgal.als	11.0_11300	0.18	2024-11-02 23:56:16	2024-04-11 23:48:58	11	11	2024	2024	AudioTrack, MidiTrack, GroupTrack, MasterTrack	PluginDevice, Eq8, LoungeLizard	Guitar Rig 5, Maschine 2, iZotope Ozone 5	
beat to jam to	./____guitarbeet/70/chill synth and crunch Project/beat to jam to.als	11.0_436	0.07	2024-11-02 23:55:54	2023-03-04 01:12:06	7	11	2024	2023	AudioTrack, ReturnTrack, MasterTrack	Compressor2, AutoFilter, Eq8, Reverb, Delay		
chill synth and crunch 2	./____guitarbeet/70/chill synth and crunch Project/beat to jam 2/chill synth and crunch 2.als	10.0_377	0.12	2024-11-30 22:30:13	2024-11-30 22:29:06	7	10	2024	2024	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, Compressor2, Eq8, Reverb, Delay	Guitar Rig 5, Maschine 2, Solid Bus Comp	
slopp jam	./____guitarbeet/70/slopp jam Project/slopp jam.als	11.0_11202	0.09	2024-11-02 23:56:18	2023-05-29 21:50:14	6	11	2024	2023	AudioTrack, MidiTrack, MasterTrack	BeatRepeat, Eq8, PluginDevice, AutoFilter	Maschine 2, Guitar Rig 5	
funky	./____guitarbeet/70/funky Project/funky.als	11.0_11300	0.34	2024-11-02 23:55:54	2024-05-30 23:48:52	10	11	2024	2024	AudioTrack, MidiTrack, MasterTrack	PluginDevice, Compressor2, Eq8	Guitar Rig 6, Guitar Rig 5, Komplete Kontrol, Maschine 2	
sad post emo faze loops	./____guitarbeet/70/sad post emo faze loops Project/sad post emo faze loops.als	10.0_377	0.35	2024-11-02 23:56:11	2021-12-03 23:28:59	8	10	2024	2021	AudioTrack, MidiTrack, MasterTrack	StereoGain, Eq8, PluginDevice	Guitar Rig 5, Maschine 2	
Dance Beat [Loops]	./_electronic dance house/_wip loops/bad Dance Beat [Loops] Project/Dance Beat [Loops].als	10.0_377	0.2	2024-11-03 00:15:13	2019-12-07 23:27:43	8	10	2024	2019	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	AudioEffectGroupDevice, AutoFilter, Eq8, DrumGroupDevice, AuPluginDevice		GS-201
hopusry dance myx llops	./_electronic dance house/_wip loops/hopusry dance myx llops Project/hopusry dance myx llops.als	11.0_11300	0.59	2024-11-30 19:42:40	2024-11-30 19:42:40	8	11	2024	2024	MidiTrack, AudioTrack, MasterTrack	MidiScale, MidiArpeggiator, InstrumentVector, Reverb, InstrumentGroupDevice, PluginDevice, AutoFilter	Komplete Kontrol, Maschine 2	
dancy dRUMS ALL DAY	./_electronic dance house/_wip loops/drum dancy dRUMS ALL DAY Project/dancy dRUMS ALL DAY.als	10.0_377	0.04	2024-11-03 00:15:17	2019-11-03 16:04:27	9	10	2024	2019	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	Reverb, OriginalSimpler, Delay		
shoort House Loops	./_electronic dance house/_wip loops/house loops/shoort House Loops.als	10.0_370	0.01	2024-11-03 00:15:17	2018-07-26 22:59:22	5	10	2024	2018	AudioTrack, MasterTrack			
dark house start wip	./_electronic dance house/_wip loops/dark house start wip Project/dark house start wip.als	10.0_377	0.07	2024-11-03 00:15:13	2020-10-02 20:53:38	8	10	2024	2020	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	AutoFilter, PluginDevice, Reverb, Delay	Drumazon	
+ Victor Stoned synth jame	./_electronic dance house/_wip loops/sick solo w bass+ VicStoned [Short] Project/+ Victor Stoned synth jame.als	10.0_377	0.01	2024-12-02 22:00:26	2024-12-02 22:00:15	4	10	2024	2024	AudioTrack, MasterTrack			
wip HISUA [loops]	./_electronic dance house/_wip loops/ wonky house loops/wip HISUA [loops].als	10.0_370	0.07	2022-02-02 20:58:57	2019-04-10 21:17:08	7	10	2022	2019	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	AutoFilter, PluginDevice, Reverb, CrossDelay	Drumazon	
UntitledL	./_electronic dance house/_wip loops/UntitledL Project/UntitledL.als	11.0_11300	0.21	2024-11-03 00:15:13	2024-05-13 20:24:47	5	11	2024	2024	MidiTrack, AudioTrack, MasterTrack	PluginDevice, Compressor2, AutoFilter	Maschine 2, Komplete Kontrol	
detuned uk hous	./_electronic dance house/detuned uk hous 2 Project/detuned uk hous.als	10.0_370	0.06	2024-11-03 00:15:19	2019-04-07 22:11:50	5	10	2024	2019	MidiTrack, AudioTrack, MasterTrack	InstrumentGroupDevice, Eq8, AutoFilter, MidiPitcher, MidiArpeggiator		
nudisco Dj	./_electronic dance house/nudisco Project/nudisco Dj.als	10.0_370	0.19	2024-11-03 00:15:26	2018-07-26 23:02:16	15	10	2024	2018	GroupTrack, AudioTrack, MidiTrack, ReturnTrack, MasterTrack	OriginalSimpler, Operator, PingPongDelay, InstrumentImpulse, Flanger, Eq8, AutoFilter, Reverb, Compressor2, CrossDelay, DrumGroupDevice, Saturator, AudioEffectGroupDevice, MultibandDynamics, Limiter, PluginDevice	iZotope Ozone 5	
JT dancee [loops]	./_electronic dance house/JT dancee [loops] Project/JT dancee [loops].als	10.0_370	0.36	2024-11-03 00:15:13	2018-07-27 01:16:33	10	10	2024	2018	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	DrumGroupDevice, Eq8, BeatRepeat, AutoFilter, Reverb, CrossDelay, PluginDevice	iZotope Ozone 5	
Fat synth beat [loops][cz100] [oranic]	./_electronic dance house/Fat synth beat [loops][cz100] [oranic] Projec_t/Fat synth beat [loops][cz100] [oranic].als	10.0_370	0.08	2024-11-03 00:15:12	2019-04-10 21:29:54	11	10	2024	2019	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, MidiArpeggiator, Reverb, CrossDelay	Drumazon	
kyle Jake funk [house][loops]	./_electronic dance house/funk daft house kyle Jake/kyle Jake funk [house][loops].als	10.0_377	0.18	2024-12-02 22:45:45	2024-12-02 22:45:34	11	10	2024	2024	AudioTrack, MidiTrack, MasterTrack	PluginDevice, AutoFilter, MidiArpeggiator, InstrumentGroupDevice, Eq8, AudioEffectGroupDevice	LuSH-101, Drumazon	
marimba house	./_electronic dance house/minimal haus Project/marimba house.als	10.0_370	3.22	2024-11-03 00:15:26	2018-07-26 23:01:28	31	10	2024	2018	GroupTrack, AudioTrack, MidiTrack, ReturnTrack, MasterTrack	Compressor2, DrumGroupDevice, MultibandDynamics, Eq8, OriginalSimpler, InstrumentGroupDevice, Redux, MidiScale, BeatRepeat, MidiArpeggiator, FrequencyShifter, Reverb, MidiPitcher, Gate, AudioEffectGroupDevice, Limiter		
new bumpabumb	./_electronic dance house/drumbumpa bump odwalla/new bumpabumb.als	10.0_377	0.4	2024-11-30 21:16:03	2024-11-30 21:14:31	35	10	2024	2024	GroupTrack, MidiTrack, AudioTrack, ReturnTrack, MasterTrack	AudioEffectGroupDevice, AutoFilter, InstrumentImpulse, Eq8, StereoGain, Chorus, Compressor2, OriginalSimpler, AutoPan, FilterEQ3, MidiArpeggiator, Delay, Limiter, Reverb, InstrumentGroupDevice, Operator, SpectrumAnalyzer, Flanger		
organic odwala faster 10	./_electronic dance house/drumbumpa bump odwalla/organic odwala faster 10.als	10.0_377	0.29	2024-12-02 22:44:04	2024-12-02 22:43:01	24	10	2024	2024	GroupTrack, AudioTrack, MidiTrack, ReturnTrack, MasterTrack	AudioEffectGroupDevice, AutoFilter, Saturator, Compressor2, StereoGain, Eq8, InstrumentImpulse, Chorus, BeatRepeat, AutoPan, MidiArpeggiator, Delay, OriginalSimpler, Limiter, Flanger, Operator, Reverb, FilterEQ3, PluginDevice	iZotope Ozone 5	
dj	./_electronic dance house/drumbumpa bump odwalla/dj.als	10.0_377	0.27	2024-12-02 22:09:49	2024-12-02 22:09:40	26	10	2024	2024	GroupTrack, AudioTrack, MidiTrack, ReturnTrack, MasterTrack	AudioEffectGroupDevice, AutoFilter, Saturator, Compressor2, StereoGain, Eq8, InstrumentImpulse, Chorus, BeatRepeat, AutoPan, MidiArpeggiator, Delay, OriginalSimpler, Limiter, Flanger, Operator, Reverb		
house jam;brady	./_electronic dance house/house jam;brady Project/house jam;brady.als	10.0_377	0.41	2024-12-02 19:39:14	2024-12-02 19:38:28	16	10	2024	2024	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	Eq8, AudioEffectGroupDevice, Compressor2, AutoPan, Reverb, PluginDevice, BeatRepeat, MidiArpeggiator, DrumGroupDevice, Delay	Komplete Kontrol, Maschine 2	
_witchr	./_witch house/__witchr Project/_witchr.als	11.0_11300	0.01	2024-12-02 22:40:54	2024-12-02 22:40:54	2	11	2024	2024	AudioTrack, MasterTrack	PluginDevice	iZotope Ozone 5	
gitin it all bad [beat][witch] [loops] 2	./_witch house/__witchr Project/projects/gitin it all Project/gitin it all bad [beat][witch] [loops] 2.als	10.0_377	0.41	2024-11-03 00:15:34	2022-11-20 01:58:12	10	10	2024	2022	MidiTrack, AudioTrack, ReturnTrack, MasterTrack	DrumGroupDevice, AutoFilter, PluginDevice, Compressor2	TAL-Chorus-LX, Toraverb, Ozone Pro	
mixdown	./_witch house/__witchr Project/projects/witch dream/mixdown.als	10.0_377	0.45	2024-11-03 00:16:00	2022-11-20 02:13:53	13	10	2024	2022	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	Compressor2, AutoFilter, Eq8, DrumGroupDevice, PluginDevice, Delay, AudioEffectGroupDevice	Toraverb, Maschine 2, Ozone Pro	
kyle and jake july	./_witch house/__witchr Project/projects/witch dream/kyle and jake july.als	10.0_377	0.23	2024-11-30 23:22:49	2024-11-30 23:21:47	15	10	2024	2024	AudioTrack, MidiTrack, GroupTrack, ReturnTrack, MasterTrack	Compressor2, DrumGroupDevice, PluginDevice, Delay, AutoFilter	Toraverb	
slow burn mixdown	./_witch house/__witchr Project/projects/slow burn/slow burn mixdown.als	10.0_377	0.46	2024-11-30 21:24:47	2024-11-30 21:24:37	11	10	2024	2024	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	BeatRepeat, DrumGroupDevice, AudioEffectGroupDevice, InstrumentGroupDevice, Compressor2, AutoFilter, PluginDevice	Komplete Kontrol, Maschine 2, iZotope Ozone 5	
80s Slow Burn [loops set]	./_witch house/__witchr Project/projects/slow burn/80s Slow Burn [loops set].als	10.0_377	0.29	2024-11-03 00:15:34	2020-11-09 00:17:57	8	10	2024	2020	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	BeatRepeat, DrumGroupDevice, InstrumentGroupDevice, Compressor2		
